transcript_id	gene_id	transcript_name	gene_name	gene_biotype
FBtr0332270	FBgn0031294	IA-2-RE	IA-2	protein_coding
FBtr0301416	FBgn0031294	IA-2-RC	IA-2	protein_coding
FBtr0077997	FBgn0031295	CG4375-RA	CG4375	protein_coding
FBtr0301087	FBgn0031296	CG4415-RB	CG4415	protein_coding
FBtr0077951	FBgn0031296	CG4415-RA	CG4415	protein_coding
FBtr0077993	FBgn0003310	S-RB	S	protein_coding
FBtr0077994	FBgn0003310	S-RA	S	protein_coding
FBtr0077952	FBgn0015905	ast-RA	ast	protein_coding
FBtr0077953	FBgn0031298	Atg4a-RA	Atg4a	protein_coding
FBtr0332569	FBgn0031298	Atg4a-RB	Atg4a	protein_coding
FBtr0332570	FBgn0031299	CG4629-RE	CG4629	protein_coding
FBtr0332571	FBgn0031299	CG4629-RF	CG4629	protein_coding
FBtr0332273	FBgn0261938	mtRNApol-RB	mtRNApol	protein_coding
FBtr0077989	FBgn0261938	mtRNApol-RA	mtRNApol	protein_coding
FBtr0077954	FBgn0031301	CG14339-RA	CG14339	protein_coding
FBtr0077955	FBgn0031302	CG14340-RA	CG14340	protein_coding
FBtr0077987	FBgn0016926	Pino-RB	Pino	protein_coding
FBtr0077988	FBgn0016926	Pino-RA	Pino	protein_coding
FBtr0332272	FBgn0016926	Pino-RC	Pino	protein_coding
FBtr0077956	FBgn0031304	CG4552-RA	CG4552	protein_coding
FBtr0077986	FBgn0031305	Iris-RA	Iris	protein_coding
FBtr0332271	FBgn0031306	CG4577-RB	CG4577	protein_coding
FBtr0077957	FBgn0031306	CG4577-RA	CG4577	protein_coding
FBtr0346497	FBgn0267281	FBtr0346497	CR45717	ncRNA
FBtr0077958	FBgn0031307	MFS3-RA	MFS3	protein_coding
FBtr0077959	FBgn0283525	l(2)10685-RA	l(2)10685	protein_coding
FBtr0077985	FBgn0031309	Tfb4-RA	Tfb4	protein_coding
FBtr0077960	FBgn0031310	Vps29-RA	Vps29	protein_coding
FBtr0100023	FBgn0261458	capt-RB	capt	protein_coding
FBtr0332274	FBgn0261458	capt-RC	capt	protein_coding
FBtr0100022	FBgn0261458	capt-RA	capt	protein_coding
FBtr0331290	FBgn0264267	FBtr0331290	CR43767	ncRNA
FBtr0077961	FBgn0031312	Tango14-RA	Tango14	protein_coding
FBtr0331287	FBgn0031312	Tango14-RB	Tango14	protein_coding
FBtr0331289	FBgn0031313	CG5080-RC	CG5080	protein_coding
FBtr0077982	FBgn0031313	CG5080-RA	CG5080	protein_coding
FBtr0077981	FBgn0031313	CG5080-RB	CG5080	protein_coding
FBtr0077962	FBgn0031314	IntS14-RA	IntS14	protein_coding
FBtr0077964	FBgn0031315	CG14341-RB	CG14341	protein_coding
FBtr0304710	FBgn0024314	Plap-RB	Plap	protein_coding
FBtr0077980	FBgn0024314	Plap-RA	Plap	protein_coding
FBtr0344015	FBgn0024314	Plap-RC	Plap	protein_coding
FBtr0077965	FBgn0051922	CG31922-RA	CG31922	protein_coding
FBtr0077979	FBgn0031317	Charon-RA	Charon	protein_coding
FBtr0077966	FBgn0031318	CG4887-RA	CG4887	protein_coding
FBtr0331288	FBgn0031318	CG4887-RB	CG4887	protein_coding
FBtr0308698	FBgn0031319	CG4896-RG	CG4896	protein_coding
FBtr0077968	FBgn0031319	CG4896-RD	CG4896	protein_coding
FBtr0344790	FBgn0031319	CG4896-RK	CG4896	protein_coding
FBtr0335395	FBgn0031319	CG4896-RJ	CG4896	protein_coding
FBtr0335394	FBgn0031319	CG4896-RI	CG4896	protein_coding
FBtr0077978	FBgn0031320	CG5126-RA	CG5126	protein_coding
FBtr0077971	FBgn0031321	Tgt-RA	Tgt	protein_coding
FBtr0307056	FBgn0031322	CG5001-RB	CG5001	protein_coding
FBtr0335379	FBgn0031322	CG5001-RD	CG5001	protein_coding
FBtr0077972	FBgn0031322	CG5001-RA	CG5001	protein_coding
FBtr0307057	FBgn0031322	CG5001-RC	CG5001	protein_coding
FBtr0077977	FBgn0031323	CG5139-RA	CG5139	protein_coding
FBtr0335380	FBgn0263080	CG43348-RB	CG43348	protein_coding
FBtr0307096	FBgn0263080	CG43348-RA	CG43348	protein_coding
FBtr0335381	FBgn0263081	CG43349-RB	CG43349	protein_coding
FBtr0307097	FBgn0263081	CG43349-RA	CG43349	protein_coding
FBtr0335382	FBgn0040723	CG5011-RB	CG5011	protein_coding
FBtr0077973	FBgn0040723	CG5011-RA	CG5011	protein_coding
FBtr0114498	FBgn0031324	CG14342-RB	CG14342	protein_coding
FBtr0345742	FBgn0266885	FBtr0345742	CR45346	ncRNA
FBtr0306546	FBgn0262944	FBtr0306546	CR43263	ncRNA
FBtr0299796	FBgn0259229	CG42329-RA	CG42329	protein_coding
FBtr0077920	FBgn0031327	CG5397-RA	CG5397	protein_coding
FBtr0335383	FBgn0031327	CG5397-RB	CG5397	protein_coding
FBtr0335384	FBgn0041097	robo3-RB	robo3	protein_coding
FBtr0077921	FBgn0041097	robo3-RA	robo3	protein_coding
FBtr0077922	FBgn0011294	a5-RA	a5	protein_coding
FBtr0305552	FBgn0031331	CG5440-RB	CG5440	protein_coding
FBtr0343837	FBgn0031331	CG5440-RC	CG5440	protein_coding
FBtr0343846	FBgn0053923	CG33923-RB	CG33923	protein_coding
FBtr0091926	FBgn0053922	CG33922-RA	CG33922	protein_coding
FBtr0305553	FBgn0026141	Cdlc2-RC	Cdlc2	protein_coding
FBtr0077924	FBgn0026141	Cdlc2-RA	Cdlc2	protein_coding
FBtr0077925	FBgn0026141	Cdlc2-RB	Cdlc2	protein_coding
FBtr0344105	FBgn0266357	FBtr0344105	CR45005	ncRNA
FBtr0344104	FBgn0266358	FBtr0344104	CR45006	ncRNA
FBtr0077948	FBgn0031332	CG5556-RA	CG5556	protein_coding
FBtr0343845	FBgn0031332	CG5556-RB	CG5556	protein_coding
FBtr0077947	FBgn0031333	CG5561-RA	CG5561	protein_coding
FBtr0077946	FBgn0051924	CG31924-RB	CG31924	protein_coding
FBtr0077944	FBgn0031335	CG5565-RA	CG5565	protein_coding
FBtr0077943	FBgn0051659	CG31659-RA	CG31659	protein_coding
FBtr0301010	FBgn0051659	CG31659-RB	CG31659	protein_coding
FBtr0343844	FBgn0053126	NLaz-RC	NLaz	protein_coding
FBtr0077942	FBgn0053126	NLaz-RA	NLaz	protein_coding
FBtr0329947	FBgn0053126	NLaz-RB	NLaz	protein_coding
FBtr0343838	FBgn0031337	CG14346-RC	CG14346	protein_coding
FBtr0077926	FBgn0031337	CG14346-RA	CG14346	protein_coding
FBtr0343839	FBgn0031337	CG14346-RD	CG14346	protein_coding
FBtr0343843	FBgn0266203	FBtr0343843	CR44898	ncRNA
FBtr0329985	FBgn0002543	robo2-RB	robo2	protein_coding
FBtr0077941	FBgn0002543	robo2-RA	robo2	protein_coding
FBtr0343840	FBgn0266202	FBtr0343840	CR44897	ncRNA
FBtr0343841	FBgn0263320	CG43401-RB	CG43401	protein_coding
FBtr0308744	FBgn0263320	CG43401-RA	CG43401	protein_coding
FBtr0077928	FBgn0003926	FBtr0077928	snRNA:U3	snRNA
FBtr0343842	FBgn0263321	CG43402-RB	CG43402	protein_coding
FBtr0308745	FBgn0263321	CG43402-RA	CG43402	protein_coding
FBtr0077929	FBgn0051928	CG31928-RA	CG31928	protein_coding
FBtr0334817	FBgn0051928	CG31928-RB	CG31928	protein_coding
FBtr0077930	FBgn0053128	CG33128-RA	CG33128	protein_coding
FBtr0334818	FBgn0051926	CG31926-RB	CG31926	protein_coding
FBtr0077931	FBgn0051926	CG31926-RA	CG31926	protein_coding
FBtr0077932	FBgn0051661	CG31661-RA	CG31661	protein_coding
FBtr0334821	FBgn0031343	CG18131-RG	CG18131	protein_coding
FBtr0077939	FBgn0031343	CG18131-RD	CG18131	protein_coding
FBtr0077936	FBgn0031343	CG18131-RC	CG18131	protein_coding
FBtr0077938	FBgn0031343	CG18131-RA	CG18131	protein_coding
FBtr0077937	FBgn0031343	CG18131-RB	CG18131	protein_coding
FBtr0334822	FBgn0031343	CG18131-RH	CG18131	protein_coding
FBtr0334820	FBgn0031344	CG7420-RB	CG7420	protein_coding
FBtr0077933	FBgn0031344	CG7420-RA	CG7420	protein_coding
FBtr0334819	FBgn0264873	FBtr0334819	CR44064	ncRNA
FBtr0077919	FBgn0031345	CG18132-RA	CG18132	protein_coding
FBtr0114554	FBgn0001174	halo-RB	halo	protein_coding
FBtr0077873	FBgn0026398	Or22a-RA	Or22a	protein_coding
FBtr0077874	FBgn0026397	Or22b-RA	Or22b	protein_coding
FBtr0310017	FBgn0261509	haf-RB	haf	protein_coding
FBtr0310018	FBgn0261509	haf-RC	haf	protein_coding
FBtr0310020	FBgn0261509	haf-RE	haf	protein_coding
FBtr0344146	FBgn0261509	haf-RF	haf	protein_coding
FBtr0310019	FBgn0261509	haf-RD	haf	protein_coding
FBtr0077917	FBgn0031347	CG10869-RA	CG10869	protein_coding
FBtr0077916	FBgn0051935	CG31935-RA	CG31935	protein_coding
FBtr0077876	FBgn0031351	CG14352-RA	CG14352	protein_coding
FBtr0334842	FBgn0021906	RFeSP-RD	RFeSP	protein_coding
FBtr0334843	FBgn0021906	RFeSP-RE	RFeSP	protein_coding
FBtr0077915	FBgn0021906	RFeSP-RB	RFeSP	protein_coding
FBtr0342645	FBgn0265814	FBtr0342645	CR44603	ncRNA
FBtr0342646	FBgn0265814	FBtr0342646	CR44603	ncRNA
FBtr0346473	FBgn0267259	FBtr0346473	CR45695	ncRNA
FBtr0077877	FBgn0086758	chinmo-RD	chinmo	protein_coding
FBtr0303935	FBgn0086758	chinmo-RG	chinmo	protein_coding
FBtr0303933	FBgn0086758	chinmo-RE	chinmo	protein_coding
FBtr0307047	FBgn0086758	chinmo-RH	chinmo	protein_coding
FBtr0077878	FBgn0086758	chinmo-RA	chinmo	protein_coding
FBtr0303934	FBgn0086758	chinmo-RF	chinmo	protein_coding
FBtr0077881	FBgn0011570	cpb-RA	cpb	protein_coding
FBtr0331630	FBgn0011570	cpb-RB	cpb	protein_coding
FBtr0077912	FBgn0031356	CG17660-RA	CG17660	protein_coding
FBtr0344040	FBgn0266311	FBtr0344040	CR44976	ncRNA
FBtr0333542	FBgn0031357	mRpL48-RB	mRpL48	protein_coding
FBtr0077882	FBgn0031357	mRpL48-RA	mRpL48	protein_coding
FBtr0333545	FBgn0086698	frtz-RD	frtz	protein_coding
FBtr0077911	FBgn0086698	frtz-RA	frtz	protein_coding
FBtr0333544	FBgn0086698	frtz-RB	frtz	protein_coding
FBtr0305618	FBgn0031359	Rim2-RC	Rim2	protein_coding
FBtr0306167	FBgn0031359	Rim2-RD	Rim2	protein_coding
FBtr0077910	FBgn0031359	Rim2-RA	Rim2	protein_coding
FBtr0077906	FBgn0000579	Eno-RE	Eno	protein_coding
FBtr0077909	FBgn0000579	Eno-RA	Eno	protein_coding
FBtr0077907	FBgn0000579	Eno-RC	Eno	protein_coding
FBtr0077905	FBgn0000579	Eno-RB	Eno	protein_coding
FBtr0077908	FBgn0000579	Eno-RD	Eno	protein_coding
FBtr0302115	FBgn0000579	Eno-RF	Eno	protein_coding
FBtr0345430	FBgn0260648	Rrp40-RB	Rrp40	protein_coding
FBtr0077883	FBgn0260648	Rrp40-RA	Rrp40	protein_coding
FBtr0077884	FBgn0031360	CG31937-RA	CG31937	protein_coding
FBtr0333543	FBgn0031361	CG17652-RB	CG17652	protein_coding
FBtr0077904	FBgn0031361	CG17652-RA	CG17652	protein_coding
FBtr0077885	FBgn0264494	CG17646-RB	CG17646	protein_coding
FBtr0077886	FBgn0264494	CG17646-RA	CG17646	protein_coding
FBtr0077903	FBgn0027597	CG17712-RA	CG17712	protein_coding
FBtr0077887	FBgn0031364	CG17648-RA	CG17648	protein_coding
FBtr0077902	FBgn0041249	Gr22f-RA	Gr22f	protein_coding
FBtr0077901	FBgn0031365	CG17650-RA	CG17650	protein_coding
FBtr0077888	FBgn0045497	Gr22e-RA	Gr22e	protein_coding
FBtr0310114	FBgn0045498	Gr22d-RB	Gr22d	protein_coding
FBtr0077899	FBgn0265138	Gr22c-RA	Gr22c	protein_coding
FBtr0100188	FBgn0045500	Gr22b-RA	Gr22b	protein_coding
FBtr0077897	FBgn0045501	Gr22a-RA	Gr22a	protein_coding
FBtr0077896	FBgn0051933	CG31933-RA	CG31933	protein_coding
FBtr0334829	FBgn0051664	CG31664-RC	CG31664	protein_coding
FBtr0303377	FBgn0051664	CG31664-RB	CG31664	protein_coding
FBtr0077894	FBgn0031367	c-cup-RA	c-cup	protein_coding
FBtr0304391	FBgn0262275	FBtr0304391	mir-2280	pre_miRNA
FBtr0089786	FBgn0051665	wry-RB	wry	protein_coding
FBtr0304911	FBgn0051665	wry-RC	wry	protein_coding
FBtr0334823	FBgn0051665	wry-RD	wry	protein_coding
FBtr0334828	FBgn0264882	FBtr0334828	CR44073	ncRNA
FBtr0334827	FBgn0264883	FBtr0334827	CR44074	ncRNA
FBtr0077893	FBgn0051663	CG31663-RA	CG31663	protein_coding
FBtr0304597	FBgn0051663	CG31663-RB	CG31663	protein_coding
FBtr0334826	FBgn0051663	CG31663-RC	CG31663	protein_coding
FBtr0077891	FBgn0031372	CG7295-RA	CG7295	protein_coding
FBtr0334824	FBgn0031372	CG7295-RB	CG7295	protein_coding
FBtr0334825	FBgn0264884	FBtr0334825	CR44075	ncRNA
FBtr0347156	FBgn0031373	CG15358-RC	CG15358	protein_coding
FBtr0347155	FBgn0031373	CG15358-RB	CG15358	protein_coding
FBtr0077811	FBgn0031374	Wdr62-RA	Wdr62	protein_coding
FBtr0113012	FBgn0031374	Wdr62-RE	Wdr62	protein_coding
FBtr0333007	FBgn0031374	Wdr62-RH	Wdr62	protein_coding
FBtr0333006	FBgn0031374	Wdr62-RG	Wdr62	protein_coding
FBtr0309828	FBgn0031374	Wdr62-RF	Wdr62	protein_coding
FBtr0113011	FBgn0031374	Wdr62-RD	Wdr62	protein_coding
FBtr0110882	FBgn0031374	Wdr62-RB	Wdr62	protein_coding
FBtr0110883	FBgn0031374	Wdr62-RC	Wdr62	protein_coding
FBtr0077872	FBgn0011859	FBtr0077872	tRNA:Gly-GCC-1-1	tRNA
FBtr0333008	FBgn0040719	CG15357-RB	CG15357	protein_coding
FBtr0077871	FBgn0040719	CG15357-RA	CG15357	protein_coding
FBtr0307516	FBgn0053673	CG33673-RB	CG33673	protein_coding
FBtr0077870	FBgn0031375	erm-RA	erm	protein_coding
FBtr0330200	FBgn0031375	erm-RB	erm	protein_coding
FBtr0330201	FBgn0031375	erm-RC	erm	protein_coding
FBtr0330202	FBgn0031375	erm-RD	erm	protein_coding
FBtr0077812	FBgn0051942	FBtr0077812	tRNA:Arg-TCT-2-1	tRNA
FBtr0334758	FBgn0267972	Der-1-RB	Der-1	protein_coding
FBtr0077813	FBgn0267972	Der-1-RA	Der-1	protein_coding
FBtr0077869	FBgn0031377	CG15356-RA	CG15356	protein_coding
FBtr0077814	FBgn0031378	CG15362-RA	CG15362	protein_coding
FBtr0077815	FBgn0031379	CG7289-RA	CG7289	protein_coding
FBtr0077868	FBgn0001125	Got2-RB	Got2	protein_coding
FBtr0077867	FBgn0001125	Got2-RA	Got2	protein_coding
FBtr0077816	FBgn0031381	Npc2a-RA	Npc2a	protein_coding
FBtr0304139	FBgn0262148	FBtr0304139	CR42874	ncRNA
FBtr0334760	FBgn0043539	Obp22a-RC	Obp22a	protein_coding
FBtr0100503	FBgn0043539	Obp22a-RB	Obp22a	protein_coding
FBtr0309285	FBgn0053543	CG33543-RD	CG33543	protein_coding
FBtr0309284	FBgn0263441	FBtr0309284	CR43464	ncRNA
FBtr0077863	FBgn0040718	CG15353-RA	CG15353	protein_coding
FBtr0346492	FBgn0267276	FBtr0346492	CR45712	ncRNA
FBtr0334759	FBgn0040717	Nplp4-RB	Nplp4	protein_coding
FBtr0077817	FBgn0040717	Nplp4-RA	Nplp4	protein_coding
FBtr0077818	FBgn0051943	FBtr0077818	tRNA:Gln-CTG-2-2	tRNA
FBtr0077819	FBgn0051944	FBtr0077819	tRNA:Gln-CTG-2-3	tRNA
FBtr0330672	FBgn0031384	CG4238-RH	CG4238	protein_coding
FBtr0301068	FBgn0031384	CG4238-RF	CG4238	protein_coding
FBtr0330671	FBgn0031384	CG4238-RG	CG4238	protein_coding
FBtr0301067	FBgn0031384	CG4238-RE	CG4238	protein_coding
FBtr0334774	FBgn0031384	CG4238-RJ	CG4238	protein_coding
FBtr0334773	FBgn0031384	CG4238-RI	CG4238	protein_coding
FBtr0301066	FBgn0031384	CG4238-RD	CG4238	protein_coding
FBtr0077862	FBgn0051939	FBtr0077862	tRNA:Gln-CTG-2-4	tRNA
FBtr0077861	FBgn0051940	FBtr0077861	tRNA:Gln-CTG-3-1	tRNA
FBtr0077860	FBgn0051669	FBtr0077860	tRNA:Gln-CTG-2-5	tRNA
FBtr0077821	FBgn0011860	FBtr0077821	tRNA:Gly-GCC-1-2	tRNA
FBtr0299676	FBgn0259192	CG42296-RA	CG42296	protein_coding
FBtr0299675	FBgn0259230	lectin-22C-RB	lectin-22C	protein_coding
FBtr0339529	FBgn0003557	Su(dx)-RF	Su(dx)	protein_coding
FBtr0077822	FBgn0003557	Su(dx)-RB	Su(dx)	protein_coding
FBtr0077823	FBgn0003557	Su(dx)-RA	Su(dx)	protein_coding
FBtr0334778	FBgn0003557	Su(dx)-RE	Su(dx)	protein_coding
FBtr0077824	FBgn0003557	Su(dx)-RC	Su(dx)	protein_coding
FBtr0345564	FBgn0266836	FBtr0345564	CR45298	ncRNA
FBtr0310547	FBgn0028952	Kebab-RB	Kebab	protein_coding
FBtr0077825	FBgn0028952	Kebab-RA	Kebab	protein_coding
FBtr0077826	FBgn0026396	Or22c-RA	Or22c	protein_coding
FBtr0334783	FBgn0053516	dpr3-RD	dpr3	protein_coding
FBtr0300671	FBgn0053516	dpr3-RB	dpr3	protein_coding
FBtr0334782	FBgn0053516	dpr3-RC	dpr3	protein_coding
FBtr0077827	FBgn0031388	CG12674-RA	CG12674	protein_coding
FBtr0334779	FBgn0031388	CG12674-RB	CG12674	protein_coding
FBtr0343304	FBgn0266043	FBtr0343304	CR44808	ncRNA
FBtr0334780	FBgn0264864	FBtr0334780	CR44055	ncRNA
FBtr0334781	FBgn0031389	CG4259-RB	CG4259	protein_coding
FBtr0077854	FBgn0031389	CG4259-RA	CG4259	protein_coding
FBtr0100485	FBgn0004507	GlyP-RB	GlyP	protein_coding
FBtr0077828	FBgn0004507	GlyP-RA	GlyP	protein_coding
FBtr0077853	FBgn0031390	tho2-RA	tho2	protein_coding
FBtr0334814	FBgn0031390	tho2-RC	tho2	protein_coding
FBtr0301660	FBgn0031390	tho2-RB	tho2	protein_coding
FBtr0334813	FBgn0031391	CG11723-RB	CG11723	protein_coding
FBtr0077852	FBgn0031391	CG11723-RA	CG11723	protein_coding
FBtr0077829	FBgn0027509	TBCD-RA	TBCD	protein_coding
FBtr0077831	FBgn0031392	AIF-RB	AIF	protein_coding
FBtr0077830	FBgn0031392	AIF-RA	AIF	protein_coding
FBtr0330657	FBgn0031392	AIF-RC	AIF	protein_coding
FBtr0077832	FBgn0031393	CG15382-RA	CG15382	protein_coding
FBtr0330658	FBgn0000097	aop-RC	aop	protein_coding
FBtr0077850	FBgn0000097	aop-RB	aop	protein_coding
FBtr0077851	FBgn0000097	aop-RA	aop	protein_coding
FBtr0330659	FBgn0000097	aop-RD	aop	protein_coding
FBtr0330660	FBgn0000097	aop-RE	aop	protein_coding
FBtr0334810	FBgn0265017	FBtr0334810	CR43751	ncRNA
FBtr0334812	FBgn0264875	FBtr0334812	CR44066	ncRNA
FBtr0077834	FBgn0051946	FBtr0077834	tRNA:Arg-TCT-3-1	tRNA
FBtr0345556	FBgn0266828	FBtr0345556	CR45290	ncRNA
FBtr0077849	FBgn0031395	CG10874-RB	CG10874	protein_coding
FBtr0308189	FBgn0031395	CG10874-RC	CG10874	protein_coding
FBtr0077848	FBgn0031395	CG10874-RA	CG10874	protein_coding
FBtr0330664	FBgn0031395	CG10874-RD	CG10874	protein_coding
FBtr0334811	FBgn0264874	FBtr0334811	CR44065	ncRNA
FBtr0330663	FBgn0085201	CG34172-RC	CG34172	protein_coding
FBtr0331650	FBgn0085201	CG34172-RD	CG34172	protein_coding
FBtr0112363	FBgn0085201	CG34172-RA	CG34172	protein_coding
FBtr0308188	FBgn0085201	CG34172-RB	CG34172	protein_coding
FBtr0307523	FBgn0051668	CG31668-RC	CG31668	protein_coding
FBtr0307522	FBgn0053124	CG33124-RD	CG33124	protein_coding
FBtr0077845	FBgn0031397	CG15385-RA	CG15385	protein_coding
FBtr0331649	FBgn0031397	CG15385-RB	CG15385	protein_coding
FBtr0303459	FBgn0010288	Uch-RB	Uch	protein_coding
FBtr0330676	FBgn0010288	Uch-RC	Uch	protein_coding
FBtr0077844	FBgn0010288	Uch-RA	Uch	protein_coding
FBtr0112365	FBgn0085203	CG34174-RA	CG34174	protein_coding
FBtr0330675	FBgn0031398	CG10880-RB	CG10880	protein_coding
FBtr0077843	FBgn0031398	CG10880-RA	CG10880	protein_coding
FBtr0299970	FBgn0259717	CG42371-RA	CG42371	protein_coding
FBtr0077842	FBgn0040715	CG15386-RA	CG15386	protein_coding
FBtr0077835	FBgn0031399	mio-RA	mio	protein_coding
FBtr0077836	FBgn0031401	papi-RA	papi	protein_coding
FBtr0077837	FBgn0031401	papi-RC	papi	protein_coding
FBtr0077838	FBgn0031401	papi-RB	papi	protein_coding
FBtr0077839	FBgn0031401	papi-RD	papi	protein_coding
FBtr0113015	FBgn0031403	CG15387-RB	CG15387	protein_coding
FBtr0100673	FBgn0267378	sau-RD	sau	protein_coding
FBtr0077840	FBgn0267378	sau-RA	sau	protein_coding
FBtr0100674	FBgn0267378	sau-RE	sau	protein_coding
FBtr0335164	FBgn0264945	FBtr0335164	CR44114	ncRNA
FBtr0329964	FBgn0262126	Sec24CD-RB	Sec24CD	protein_coding
FBtr0329965	FBgn0262126	Sec24CD-RC	Sec24CD	protein_coding
FBtr0077810	FBgn0262126	Sec24CD-RA	Sec24CD	protein_coding
FBtr0335158	FBgn0264946	FBtr0335158	CR44115	ncRNA
FBtr0077809	FBgn0051679	Tengl3-RA	Tengl3	protein_coding
FBtr0077808	FBgn0052463	Tengl2-RA	Tengl2	protein_coding
FBtr0077807	FBgn0051682	Tengl1-RA	Tengl1	protein_coding
FBtr0335159	FBgn0264979	CG4267-RB	CG4267	protein_coding
FBtr0077751	FBgn0264979	CG4267-RA	CG4267	protein_coding
FBtr0309033	FBgn0262106	FBtr0309033	CR42859	ncRNA
FBtr0335160	FBgn0262106	FBtr0335160	CR42859	ncRNA
FBtr0304029	FBgn0262106	FBtr0304029	CR42859	ncRNA
FBtr0077806	FBgn0011832	Ser12-RA	Ser12	protein_coding
FBtr0335163	FBgn0042186	CG17239-RB	CG17239	protein_coding
FBtr0077805	FBgn0042186	CG17239-RA	CG17239	protein_coding
FBtr0077753	FBgn0042187	CG17234-RA	CG17234	protein_coding
FBtr0077804	FBgn0031406	Send1-RA	Send1	protein_coding
FBtr0343233	FBgn0266022	FBtr0343233	CR44787	ncRNA
FBtr0343232	FBgn0266023	FBtr0343232	CR44788	ncRNA
FBtr0077755	FBgn0031407	CG4270-RB	CG4270	protein_coding
FBtr0077754	FBgn0031407	CG4270-RA	CG4270	protein_coding
FBtr0302372	FBgn0054049	CG34049-RB	CG34049	protein_coding
FBtr0335162	FBgn0250841	CG17242-RB	CG17242	protein_coding
FBtr0077803	FBgn0250841	CG17242-RA	CG17242	protein_coding
FBtr0330690	FBgn0264084	FBtr0330690	CR43753	ncRNA
FBtr0330689	FBgn0264084	FBtr0330689	CR43753	ncRNA
FBtr0330688	FBgn0264084	FBtr0330688	CR43753	ncRNA
FBtr0335161	FBgn0264085	FBtr0335161	CR43754	ncRNA
FBtr0330687	FBgn0264085	FBtr0330687	CR43754	ncRNA
FBtr0077756	FBgn0031409	CG4271-RA	CG4271	protein_coding
FBtr0077802	FBgn0051681	CG31681-RA	CG31681	protein_coding
FBtr0302458	FBgn0261523	CG42658-RA	CG42658	protein_coding
FBtr0077801	FBgn0031410	CG17237-RA	CG17237	protein_coding
FBtr0331451	FBgn0028570	robl22E-RB	robl22E	protein_coding
FBtr0077800	FBgn0028570	robl22E-RA	robl22E	protein_coding
FBtr0077757	FBgn0051949	CG31949-RA	CG31949	protein_coding
FBtr0303208	FBgn0051949	CG31949-RB	CG31949	protein_coding
FBtr0077758	FBgn0031412	CG16995-RA	CG16995	protein_coding
FBtr0100648	FBgn0031413	CG9967-RB	CG9967	protein_coding
FBtr0333226	FBgn0031413	CG9967-RC	CG9967	protein_coding
FBtr0077799	FBgn0031413	CG9967-RA	CG9967	protein_coding
FBtr0344663	FBgn0031414	eys-RF	eys	protein_coding
FBtr0344662	FBgn0031414	eys-RE	eys	protein_coding
FBtr0077796	FBgn0014010	Rab5-RC	Rab5	protein_coding
FBtr0077797	FBgn0014010	Rab5-RE	Rab5	protein_coding
FBtr0077798	FBgn0014010	Rab5-RA	Rab5	protein_coding
FBtr0077794	FBgn0014010	Rab5-RF	Rab5	protein_coding
FBtr0330669	FBgn0014010	Rab5-RH	Rab5	protein_coding
FBtr0330668	FBgn0014010	Rab5-RG	Rab5	protein_coding
FBtr0330670	FBgn0014010	Rab5-RI	Rab5	protein_coding
FBtr0077795	FBgn0014010	Rab5-RD	Rab5	protein_coding
FBtr0077793	FBgn0014010	Rab5-RB	Rab5	protein_coding
FBtr0330665	FBgn0261647	Axud1-RC	Axud1	protein_coding
FBtr0077763	FBgn0261647	Axud1-RB	Axud1	protein_coding
FBtr0077762	FBgn0261647	Axud1-RA	Axud1	protein_coding
FBtr0330666	FBgn0261647	Axud1-RD	Axud1	protein_coding
FBtr0077792	FBgn0031417	CG3597-RA	CG3597	protein_coding
FBtr0330667	FBgn0031417	CG3597-RB	CG3597	protein_coding
FBtr0303027	FBgn0031418	CG3609-RB	CG3609	protein_coding
FBtr0077791	FBgn0031418	CG3609-RA	CG3609	protein_coding
FBtr0331441	FBgn0031418	CG3609-RC	CG3609	protein_coding
FBtr0077764	FBgn0031419	CG15390-RA	CG15390	protein_coding
FBtr0344047	FBgn0266317	FBtr0344047	CR44982	ncRNA
FBtr0331438	FBgn0031420	Atxn7-RD	Atxn7	protein_coding
FBtr0077765	FBgn0031420	Atxn7-RA	Atxn7	protein_coding
FBtr0077766	FBgn0031420	Atxn7-RB	Atxn7	protein_coding
FBtr0331437	FBgn0031420	Atxn7-RC	Atxn7	protein_coding
FBtr0077767	FBgn0264672	Eogt-RA	Eogt	protein_coding
FBtr0330685	FBgn0264672	Eogt-RB	Eogt	protein_coding
FBtr0077768	FBgn0031422	PIG-Wa-RA	PIG-Wa	protein_coding
FBtr0077790	FBgn0031423	CG3557-RA	CG3557	protein_coding
FBtr0331440	FBgn0031423	CG3557-RC	CG3557	protein_coding
FBtr0331439	FBgn0031423	CG3557-RB	CG3557	protein_coding
FBtr0335464	FBgn0264081	CG43750-RB	CG43750	protein_coding
FBtr0330686	FBgn0264081	CG43750-RA	CG43750	protein_coding
FBtr0331202	FBgn0031424	VGlut-RC	VGlut	protein_coding
FBtr0077769	FBgn0031424	VGlut-RA	VGlut	protein_coding
FBtr0307078	FBgn0031424	VGlut-RB	VGlut	protein_coding
FBtr0307079	FBgn0031426	CG18641-RC	CG18641	protein_coding
FBtr0077787	FBgn0051948	CG31948-RB	CG31948	protein_coding
FBtr0077788	FBgn0051948	CG31948-RA	CG31948	protein_coding
FBtr0112752	FBgn0085477	CG34448-RA	CG34448	protein_coding
FBtr0331203	FBgn0085476	CG34447-RB	CG34447	protein_coding
FBtr0112751	FBgn0085476	CG34447-RA	CG34447	protein_coding
